link_text,main_image_src,description_text
Manipur Governor calls for Assembly session on August 29,https://akm-img-a-in.tosshub.com/indiatoday/images/media_bank/202308/manipur-assembly-221758-16x9.jpg?VersionId=G4PjGM9STqLCsa.ryQG__9Gy4g3u..p0&size=690:388,"Listen to Story Manipur Governor Anusuiya Uikey has summoned the monsoon session of the Assembly on August 29. This comes a day after the state Cabinet chaired by Chief Minister N Biren Singh had on Monday recommended convening the session of the state assembly. ""The Governor hereby summons the 4th session of 12th Manipur Legislative Assembly to meet at 11 am, on Tuesday, the 29th August,"" a notification issued on Tuesday said. Earlier, the Manipur Cabinet had recommended the Governor to convene an Assembly session on August 21. However, the house did not sit on Monday as no notification had been issued by the Governor, creating a dilemma of sorts. It came after 10 Kuki MLAs, cutting across party affiliations, had expressed their inability to attend the assembly session as violence in the northeastern state continued. ""For a normal assembly session, a notification has to be issued 15 days before the beginning of it. No such notification has so far been issued by the Governor's office,” an official told news agency PTI. The state government had, however, asked for the session after a cabinet meeting held earlier this month. ""The state cabinet has recommended to the Hon'ble Governor of Manipur for summoning the 4th session of the 12th Manipur Legislative Assembly on the 21st August, 2023,"" an official statement said on August 4. The previous assembly session was held in March, and violence broke out in the state in May. “The last assembly session was adjourned sine die in March. It is a constitutional obligation that the next session must be held before September 2,"" another official said. The violence in the state erupted in early May after a ‘Tribal Solidarity March’ was organised in the hill districts to protest against the Meitei community’s demand for Scheduled Tribe (ST) status. 
Since then more than 160 people have died and several hundreds were injured in ethnic clashes in Manipur. 
Meiteis account for about 53 per cent of Manipur’s population and live mostly in the Imphal Valley, while tribals, which include Nagas and Kukis, constitute 40 per cent and reside mainly in the hill districts. 
 "
Probe agency CBI arrests Canadian resident in defence espionage case,https://akm-img-a-in.tosshub.com/indiatoday/images/media_bank/202308/cbi-officers-211030-16x9_0.jpeg?VersionId=a7ojxrY0MV2.28kx..lguHKLpTIslZZP&size=690:388,"Listen to Story The Central Bureau of Investigation (CBI) on Tuesday arrested a Canadian national, Rahul Gangal, for his alleged involvement in a defence espionage case. According to sources, Gangal was allegedly getting sensitive documents pertaining to the defence and armed forces from arrested journalist Vivek Raghuvanshi. Rahul Gangal has worked as defence dealer and he is associated with a Germany-based consultancy firm, Roland Berger."
PM Modi interacts with Indian community in South Africa ahead of BRICS summit,,"Prime Minister Narendra Modi, who arrived in South Africa on Tuesday, interacted with the Indian community soon after. He is in South Africa's Johannesburg to attend the 15th BRICS summit. BRICS is an acronym for Brazil, Russia, India, China, and South Africa. Indians on Tuesday prayed for a successful landing of Chandrayaan-3 on the moon. Days after a few teenagers captured a leopard cub in a village in Madhya Pradesh’s Alirajpur and shared the video of the act online, a concerned citizen saw the viral video and contacted the police and forest officials. Acting upon the tip, the forest department conducted a search operation and managed to locate and rescue the cub from the jungles near Khadkhadi village, as confirmed by the Deputy Forest Officer (DFO), Mayank Gurjar. A video of three teenage boys driving a police escort vehicle on a Kanpur road has gone viral. The video, which was widely shared on social media platforms, captures the audacious scene in which the minors are seen confidently maneuvering the police escort vehicle, raising questions about the responsibilities of both the police department and parents in ensuring the safety of the public. Police said they were trying to identify the teenagers and the origin of the video. Prime Minister Narendra Modi has reached South Africa to attend the 15th BRICS summit."
"iQOO Neo 7 Pro 5G: 4 reasons to buy, 1 to skip",https://akm-img-a-in.tosshub.com/indiatoday/images/media_bank/202308/iqoo-neo-7-pro-222404-16x9.png?VersionId=Pez8M0R2zkYytpMZoLPZnA2tT9cII48Q&size=690:388,"Listen to Story The iQOO Neo 7 Pro 5G is probably one of those rare offerings in the sub-Rs 35,000 price segment, which not only promises flagship-grade performance but also delivers it. Of course, this is courtesy of the Snapdragon 8+ Gen 1 chip under the hood, which also makes it one of the most affordable phones to be powered by Snapdragon’s last year flagship processor. But, is this enough of a reason to warrant a purchase? Well, actually, there are 4 of them.  If you are on the lookout for a high-performing smartphone on a budget of around Rs 35,000, in this article, we give you 4 reasons why you should consider purchasing the iQOO Neo 7 Pro 5G and 1 reason why it won’t be your cup of tea. Read on.   iQOO has been boasting about the performance chops of the Neo 7 Pro 5G and so, it is quite apparent that the first reason has to be the phone’s performance. Personally, I have used a bunch of phones around Rs 35,000  that offer commendable performance, like the Nothing Phone (1), Redmi Note 12 Pro+, and most recently, the OnePlus Nord 3. If we take it up a notch, for about Rs 40,000, I have also used the OnePlus 11R. And trust me, as good as the OnePlus 11R is, the iQOO Neo 7 Pro 5G is, in my books, a better phone, both in terms of price and performance. You see, the iQOO Neo 7 Pro 5G has been a charmer when it comes to delivering a great performance with great thermals. Of course, handling ordinary tasks is a piece of cake for this phone, but where the Neo 7 Pro 5G really shines is with heavy lifting. Personally, I have used this phone for watching a lot of videos and playing games, and without a shadow of a doubt, the Neo 7 Pro 5G delivers through and through.   The iQOO Neo 7 Pro 5G offers great performance, but to take advantage of that great performance, you need to have a great display. And the Neo 7 Pro’s 6.78” FHD+ flat AMOLED display, with 10-Bit colours and a 120Hz refresh rate, is one of the best and brightest panels that you get in this price range. One, it is amazing for video playback, with support for HDR10 on YouTube and OTT. Additionally, taps and touches are precise and accurate while gaming, thanks to the 1200Hz touch response rate. Personally, I watched a lot of Netflix on the iQOO Neo 7 Pro 5G and one time, I watched the entire season of Lookism, an anime, at a stretch, and the experience was good. Plus, the stereo speaker setup on offer sounds good. For listening to music, again, there’s a good amount of depth and I found the overall loudness and clarity to be just fine.  The iQOO Neo 7 Pro 5G features three cameras at the rear and, of course, the star of the show here is the 50MP primary rear camera with OIS. And while I am sure many of you who must be interested in this smartphone, will be because of its performance chops, trust me when I say this — the iQOO Neo 7 Pro 5G has been a pleasant surprise when it comes to the camera performance. In a nutshell, I found the iQOO Neo 7 Pro’s rear camera to be quite reliable. The shots captured look just the right amount of vibrant. HDR performance is top-notch. And overall, in good lighting, the 50MP primary camera gives you superb performance for a phone at this price point. The phone also captures some well-detailed selfies. Yes, the portrait mode shots could use slight tuning with edge detection, but overall, selfies taken during the day or night turn out just fine.  The iQOO Neo 7 Pro 5G has a relatively large 5,000mAh battery with support for superfast 120W charging. Based on my usage, which involves a lot of video calls, texting, watching YouTube and playing Call of Duty for at least an hour daily, I was easily able to hit a day’s worth of endurance, with at least 30% battery left by the time I went to bed, on a consistent basis. Of course, whenever there’s a need for a top-up, trust me, the maximum I have had the phone hooked to the charger has been for just 20 minutes.  Software-wise, the iQOO Neo 7 Pro 5G boots Funtouch OS 13 atop Android 13, and while I did have my reservations that maybe this would be one area where the phone might disappoint, the good news is, it did not. That said, while Funtouch OS 13 offers improved personalisation options, enhanced privacy and security features, and other useful features for a smooth and seamless experience, the 2 years of Android OS upgrades + 3 years of security patch updates is the only bummer when it comes to future support. Because, while 2 years of software support was the standard until last year, other brands such as OnePlus are offering 3 years of OS upgrades, and Samsung, on the other hand, is promising 4 years of Android OS upgrades for most of its phones. So, this is one area where iQOO could’ve surely done better. "
PM Modi to join Chandrayaan landing programme virtually from South Africa,https://akm-img-a-in.tosshub.com/indiatoday/images/media_bank/202308/chandrayaan-3-223943-16x9.jpg?VersionId=B.CdT8Axb..R8mlWbBlX7M4NY0s6hCzg&size=690:388,"Listen to Story Prime Minister Narendra Modi will join the Chandrayaan-3 landing programme virtually from South Africa.   The Prime Minister is on a three-day official visit to South Africa, during which he will attend the 15th BRICS summit and hold bilateral meetings. "
India,,"PM Modi interacted with the Indian community in South Africa on Tuesday as he arrived in the country for the BRICS summit. Probe agency CBI arrests Canadian resident in defence espionage case Manipur Governor Anusuiya Uikey has summoned the monsoon session of the state assembly on August 29. A woman from Nepal, Sangeeta Kumari, married Bihar's Govind Kumar after they met on social media two years ago. Days after a few teenagers captured a leopard cub in a village in Madhya Pradesh’s Alirajpur and shared the video of the act online, a concerned citizen saw the viral video and contacted the police and forest officials. Acting upon the tip, the forest department conducted a search operation and managed to locate and rescue the cub from the jungles near Khadkhadi village, as confirmed by the Deputy Forest Officer (DFO), Mayank Gurjar. A video of three teenage boys driving a police escort vehicle on a Kanpur road has gone viral. The video, which was widely shared on social media platforms, captures the audacious scene in which the minors are seen confidently maneuvering the police escort vehicle, raising questions about the responsibilities of both the police department and parents in ensuring the safety of the public. Police said they were trying to identify the teenagers and the origin of the video. Prime Minister Narendra Modi has reached South Africa to attend the 15th BRICS summit. With the Karnataka government announcing to release Cauvery water to Tamil Nadu, farmers in Karnataka’s Mandya held protests, opposing the government’s move. They said releasing the water for Tamil Nadu will create water shortage for them and destroy their crops.a  A pet dog saved the life of his owner, who was attacked by wild bears when she went into the woods to collect firewood near the Bela village. The dog charged at the bears, creating a commotion and diverting the bears' attention away from the woman. Startled by the sudden aggression of the dog, the two bears hastily retreated into the depths of the forest. The pet dog had followed its owner, Mahetreen Bai up the hill and the moment he saw the bears attacking her, it charged at the bears, creating a commotion and diverting the bears' attention away from the woman. Startled by the sudden aggression of the dog, the two bears hastily retreated into the depths of the forest. Mahetreen Bai sustained injuries and was rescued by locals later. PM Modi is visiting the African country from August 22 to 24 at the invitation of South African President Cyril Ramaphosa. A police complaint was filed against actor Prakash Raj for his tweet on the Chandrayaan-3 mission. Leaders of Hindu organisations filed a complaint against the 58-year-old actor in Karnataka's Bagalkote district and demanded action against him. On August 20, the actor had shared a cartoon of a man wearing a vest and a lungi and pouring tea and had captioned it ""First picture coming from the Moon by #VikramLander (sic)"". Several users accused him of 'mocking' India's ambitious Moon mission. A speeding truck lost control and hit a tractor before ramming into a moving goods train on the Farakka bridge in West Bengal on Tuesday morning. The 14-wheeler lorry, en route from Malda to Farakka, was hurtling down the bridge at an alarming speed when it slammed into a tractor that was heading in the opposite direction. Struggling to regain control, the lorry careened across the bridge, breaking through the bridge's railing due to its uncontrollable velocity. With its path unobstructed, the lorry then crashed directly into the path of a goods vehicle that was moving along the down rail line, bound for its destination. The cargo train's driver prevented an even greater catastrophe by applying the emergency brakes. Police and railway officials soon reached the spot. 
 Delhi Commission for Women chairperson Swati Maliwal wrote a letter to Union Home Minister Amit Shah after she was denied permission to meet the survivor in a rape case involving a Delhi officer. SDM Seema Pandey, upon learning of the viral image, not only registered a case against the intruder but also ordered a departmental inquiry into the matter. Many industrial units, roads, and other infrastructure were damaged in Himachal's Baddi and Parwanoo after heavy rains lashed the state last week. BJP MLAs staged a walkout of the West Bengal Assembly over the death of a first-year undergraduate student of Jadavpur University. The MLAs protested in the House when the matter was being discussed. Two people were burnt alive as the petrol tanker they were onboard collided with a Rolls-Royce on the Delhi-Mumbai Expressway and exploded. The incident took place on Tuesday in Haryana's Nuh district. After collision with the car, the petrol tanker overturned and caught fire, leading to the death of two people. The Rolls-Royce car also caught fire a little later, sources said. Congress leader Aziz Qureshi sparked controversy when he said that there was no problem if one or two crores out of 22 crore Muslims die.  Karnataka Chief Minister Siddaramaiah approved, during a high-level meeting with the ministers, to set up a fact-check team in order to prevent the spread of fake news. The Enforcement Directorate (ED) raided the premises of CPI(M) MLA AC Moideen as part of an investigation in a money laundering case linked to an alleged Rs 100 crore fraud in the party-controlled Karuvannur cooperative bank."
link_text,main_image_src,description_text
"Watch: Parineeti, Raghav offer prayers at Mahakaleshwar Temple ahead of wedding",https://akm-img-a-in.tosshub.com/indiatoday/images/media_bank/202308/parineeti-chopra-and-raghav-chadha-263625-16x9.jpg?VersionId=8gUtQWPYImXNkPmGurgG7je3qayDwVXq&size=690:388,"Listen to Story Parineeti Chopra and Raghav Chadha have kick-started their wedding preparations. The couple, who got engaged in Delhi, has not yet revealed their wedding date. Ahead of the special day, Parineeti and Raghav visited the Mahakaleshwar Temple in Ujjain to offer prayers.  After the intimate ceremony which was attended by friends and family, the couple started to scout for wedding locations.  Ahead of their wedding, as the two began the preparations,   Several pictures and inside videos of the two offering prayers at the holy shrine have gone viral on social media.  Other than seeking blessings, the two even sat in the Nandi hall and mediated for some time. For the holy trip, the actress wore a pink saree while Raghav wore a red dupatta around his neck with a white dhoti.  Watch the video here:  According to media reports, Parineeti and Raghav will apparently get married in December. The couple were reportedly scouting for a location in Rajasthan but their wedding venue is now reported to be in Delhi. Their respective families are said to have begun the wedding preparations in full swing."
35% engineering seats vacant in government colleges: Haryana minister,https://akm-img-a-in.tosshub.com/indiatoday/images/media_bank/202308/engineering-264033-16x9.jpg?VersionId=5yGEynbxfJz.8o7BvSqVDr9zjEkKB29T&size=690:388,"Listen to Story On Friday, the Haryana Higher Education Minister Mool Chand Sharma said 35 per cent of engineering seats in state government institutions and universities are vacant during the academic session 2022-23. The total number of engineering seats in these institutions is 5,151, out of which 3,394 seats are filled and 35 per cent are vacant. Sharma said this in response to a question raised by MLA Sanjay Singh in the state Assembly here. Currently, four state government engineering colleges and 12 state universities offer BE/B Tech courses, the minister said. In addition to this, four central government institutes, and universities in the state offer BE/B Tech courses. There is also one government-aided institute that offers BE/B Tech courses, he said. 
 
 Meanwhile, Sharma stated that one government-aided engineering college and one private engineering college are already operational in the Nuh district. During the academic session 2022-23, 54 per cent of the seats are vacant in Mewat Engineering College Nuh (Government Aided), he said."
"Over 1000 AI bots on X aka Twitter stealing selfies of users to create fake accounts, reports reveal  ",https://akm-img-a-in.tosshub.com/indiatoday/images/media_bank/202308/x-095924-16x9_6.jpg?VersionId=vhEU8NbONt8gYGK5RYWunNjqdhGZXzW0&size=690:388,"Listen to Story A recent study by researchers from Indiana University has highlighted a problem on social media platform formerly known as Twitter, now called X. The study discovered around 1,140 artificial intelligence-powered accounts on X, which they named the ""Fox8"" botnet. These accounts use technology like ChatGPT to create fake content and steal pictures to create fake profiles. As per the New York Post, the researchers found that these bot accounts aim to trick people into investing in fake cryptocurrencies. They even suspect that the bots might have stolen from real crypto wallets. These accounts often use hashtags like #bitcoin and #crypto and interact with real human-run accounts that focus on crypto news. “With the advent and availability of free AI APIs [application programming interfaces] like ChatGPT, we wanted to see if these tools are already being exploited to fool people. And it turns out they are, sadly but not surprisingly,” one of the researchers told The Post. Apart from promoting fake cryptocurrencies, the Fox8 botnet accounts also spread misinformation on various topics, including elections and public health issues. The bots flood the platform with numerous AI-generated posts. By doing this, they increase the chances of their fraudulent posts being seen by real users and increase the likelihood of someone clicking on harmful links. To seem more human-like, these bots not only use stolen photos but also interact with each other and have a certain number of followers and friends. The study noted that these accounts have improved in their believability due to advancements in language models like ChatGPT. Although the researchers didn't reveal the specific accounts involved, they discovered some of them accidentally through revealing tweets. The study suggests that a significant portion of the accounts using certain phrases were likely bots generating content with the help of AI models. The researchers concluded that this issue might just be the beginning, as more sophisticated malicious bots could go undetected. They called for better measures and regulations to counter this problem, as current methods struggle to identify AI-generated content. It's important to note that after the study was published, X reportedly took down the 1,140 bot accounts. However, the researchers also mentioned that X hasn't been very responsive to their findings. When approached for a comment, X provided an automated response promising further communication. 
 "
Call me when you see this message: New WhatsApp scam involving fake employers from US on a rise ,https://akm-img-a-in.tosshub.com/indiatoday/images/media_bank/202308/whatsapp-launches-hd-quality-photos-feature-182505-16x9_1.jpg?VersionId=qYHadX.qqKKS12dY84B5xJ2rbGhvs_3D&size=690:388,"Listen to Story A new WhatsApp scam involving fake employers pretending from the US is on a rise.The scammers are using fake phone numbers from the United States to call and deceive people. These scammers pretend to be important people from work, like bosses or colleagues and sometimes senior executives of big companies. By doing this, they make their schemes seem more real. As per IANS report, employees who used to work at a big media company in the main city received many of these fake international calls. The callers, claiming to be high-up executives, asked them to start talking. The scammers also sent messages like ""Reply to me when you see this. Thanks."" These messages seemed to be from top bosses. The fake calls appeared to be from American numbers, with codes like +1 (404) for Atlanta, Georgia, and +1 (773) for Chicago, Illinois. Just a few months ago, many people in India were puzzled by numerous unwanted calls from other countries. These calls put people in danger of losing money or revealing personal information. People received these calls from faraway places like Africa and Southeast Asia. They also got strange messages from people they didn't know. This flood of unwanted stuff made WhatsApp hard to use. About 500 million folks in India use WhatsApp, which is owned by Meta. Although the numbers seemed to come from countries like Indonesia, Vietnam, Malaysia, and Ethiopia, that wasn't always true. These tricky calls didn't necessarily come from these places. Many of them began with numbers like +251 (Ethiopia), +62 (Indonesia), +254 (Kenya), and +84 (Vietnam). 
There's another scam going on too. Some people in India are getting fake job offers through WhatsApp messages. People need to be careful and not fall for these tricks. It's important to stay cautious when using WhatsApp and other messaging apps. To stay safe from scams on platforms like WhatsApp, verify identities before sharing personal info. Enable 2FA, be cautious of links, and block/report spam. Update apps, educate yourself about common scams, and use privacy settings. Share safety tips with family, trust instincts, and secure devices with strong passwords. Avoid sensitive activities on public Wi-Fi. Regularly review accounts for unauthorized transactions."
Technology,,"Meta's CEO Mark Zuckerberg is now taking strict measures to bring back employees to the office. The company has clearly stated that employees must adhere to the mandate or they will be fired.  Reliance Industries has scheduled its 46th AGM event for August 28, where Mukesh Ambani is expected to discuss Jio 5G's future in India and tariff plans, alongside potential updates on JioAir Fiber and a new 5G Jio smartphone. If you have been eyeing the iPhone 14 Pro all this while, now would be the right time to get one. Check out the deal. A rising WhatsApp scam sees fake employers, assumed to be hailing from the US, deceiving people with fraudulent calls and messages. 28-year-old Joel Chetty gets swindled out of nearly Rs 10 lakh via a hoax job offer on WhatsApp, highlighting the increasing risk of online scams. Over 1,100 AI bots, termed ""Fox8,"" steal selfies to craft fake accounts that trick users into investing in counterfeit cryptocurrencies on social media platform X. Vishal Garg, Better.com CEO infamous for firing 900 employees via Zoom, has been undergoing leadership training in an attempt to regain his staff's trust.  If you have been eyeing the iPhone 14 Pro all this while, now would be the right time to get one. Check out the deal. Reliance Industries has scheduled its 46th AGM event for August 28, where Mukesh Ambani is expected to discuss Jio 5G's future in India and tariff plans, alongside potential updates on JioAir Fiber and a new 5G Jio smartphone. Major news portals such as CNN, Reuters, and the New York Times have restricted OpenAI's tool, GPTBot. This move will limit the tool's access to their content, which could hamper OpenAI's ability to improve its AI models. The OnePlus 12 leaks have started coming and it is expected to launch in December this year. Here is a look at specs, features, possible launch timeline, and everything else we know.  Meta's CEO Mark Zuckerberg is now taking strict measures to bring back employees to the office. The company has clearly stated that employees must adhere to the mandate or they will be fired.  Apple may provide a new cable in the box to help users transfer data at a faster speed. Will it also increase the charging speed? OnlyFans, the UK-based paywall platform, is currently witnessing a sharp rise in popularity and financial benefits. Reportedly, the company's gross payments surge by 17 per cent to $5.6bn in 2022, as the number of creators and fans on the platform rises dramatically. Realme is gearing up to launch a new premium 5G phone and it looks to be a phone made for future, purely because of the advanced features, technology, and design elements it will offer. Here are the details that the company has confirmed ahead of August 28 launch. The iPhone 15 Pro and iPhone 15 Pro Max will come with a new grey option to embrace the natural colour of the more premium titanium build. There's one more new colour option. Meta has jumped into the AI race with its newly unveiled AI coding tool, Code Llama. The new AI powered tool is aimed to streamline work for coders and IT engineers while challenging OpenAI's ChatGPT."
28-year-old football coach loses Rs 10 lakh in online job offer scam ,https://akm-img-a-in.tosshub.com/indiatoday/images/media_bank/202308/football-ai-260425-16x9.jpeg?VersionId=XzkB4XOy8lWKH.MThqEFFmRTVmn5tJUJ&size=690:388,"Listen to Story A football coach, Joel Chetty, living in Malad West, was tricked into losing â¹9.87 lakh due to an online scam. He got a fake message on WhatsApp offering him a part-time job. The message seemed to be from someone named Neha, who claimed to work at a company called Digital Osian, L.L.C. India. The job they mentioned was about subscribing to a YouTube channel, taking screenshots of it, and sending those pictures to the company. Believing this, 28-year-old Joel agreed to do the job, as per Free Press Journal report. The scammer then sent him a link through Telegram and asked for his personal and bank details, including his UPI ID. At the beginning, Joel got Rs150 for finishing a task, and later he received Rs 2800 for a task valued at Rs 2000. Afterward, the fraudster demanded â¹9000 to create an account and even asked for Rs 40,000 for a task order. Tricked by various excuses, Joel ended up sending large amounts of money, totaling Rs 9,87,620, to the scammers between August 16 and August 21. It was only when he talked to his sister about the situation that he realized he had fallen for a scam. Joel took action and filed a complaint against the three unidentified culprits. He has accused them of cheating under sections 34, 419, and 420 of the IPC Act, as well as sections 66(c) and 66(d) of the Information Technology Act. The case highlights the dangers of online fraud and the importance of being cautious while sharing personal and financial information over the internet. This incident serves as a reminder for everyone to be wary of unexpected job offers and requests for personal details, especially when they come through unsolicited messages. It's crucial to verify the authenticity of such communications and refrain from sharing sensitive information without proper verification. Here is what you can do to stay safe: — Before applying for any job online, research the company and the job offer. Check the company's website and social media pages, and look for reviews from other job seekers. —If you receive an unsolicited job offer, be wary. Legitimate companies do not typically reach out to potential candidates out of the blue. —No legitimate company will ask you to pay for anything upfront, such as training materials or application fees. — Don't share your personal information, such as your Social Security number or bank account information, with anyone you don't know and trust. —If something about a job offer seems off, it probably is. Don't be afraid to walk away from a job offer that makes you feel uncomfortable. 
 "
GATE 2024: Expert tips and strategies to get AIR 1 in GATE ,https://akm-img-a-in.tosshub.com/indiatoday/images/media_bank/202308/gate-2024-expert-tips-and-strategies-to-get-air-1-252618-16x9.jpg?VersionId=DP6GtFfS4C4On.bFj3PFewtnpMjStyV2&size=690:388,"Listen to Story The Graduate Aptitude Test in Engineering (GATE) 2024 stands as a monumental opportunity for engineering graduates, opening doors to advanced education and prestigious career prospects in the public sector. With aspirants across India gearing up for the challenge, meticulous preparation becomes the key to unlocking success in GATE 2024. Ved Prakash Sharma, Founder of VedPrep, provides expert insights to secure success in your first attempt at cracking GATE 2024. To begin your GATE 2024 journey, gain a comprehensive understanding of the exam pattern, syllabus, and marking scheme. Visit the official GATE website or refer to the information brochure for detailed information. A thorough grasp of these aspects will provide a strong foundation for effective preparation. Craft a structured study plan that covers all topics and allows sufficient time for each subject. Prioritise topics based on their weight in the syllabus. An organised study plan ensures comprehensive coverage of all subjects and optimises preparation time. Ensure a thorough understanding of the entire syllabus. Begin by focusing on core subjects and gradually progress to additional topics. Create concise notes to aid quick revision and reinforce essential concepts. Another important aspect of GATE preparation is choosing the right study material and resources that suit aspirants’ learning styles and needs. There are various sources of study material available for GATE aspirants, such as books, notes, online lectures, videos, articles, blogs, etc. They should select the ones that are reliable, comprehensive, updated, and relevant to the paper. i.    Higher Engineering Mathematics by B.S. Grewal 
ii.    Engineering Mathematics by Erwin Kreyszig 
iii.    A Modern Approach to Verbal and Non-Verbal Reasoning by R.S. Aggarwal Master time management to efficiently allocate study time for different subjects. Set deadlines for completing topics or chapters to stay organised and cover the entire syllabus. A well-structured timetable enhances productivity and reduces last-minute cramming. Engage in solving as many previous years' question papers as possible. This practice provides insights into the exam pattern and question types and helps improve time management skills. Analysing solutions enhances familiarity with frequently tested concepts. Take regular mock tests to assess your preparation level. Mock tests simulate real exam conditions and offer a gauge of your strengths and weaknesses. Analyse test performances to focus on areas that require improvement and refine your exam-taking strategy. Consistent revision is vital for retaining information. Allocate regular time slots for revisiting important concepts and formulas and solving practice questions. Regular reinforcement enhances your understanding and recall during the exam. Do not hesitate to seek guidance when faced with doubts or difficulties. Approach teachers, mentors, or fellow students who have previously cleared the GATE. Joining coaching institutes or online forums dedicated to GATE preparation can provide valuable insights and support. In addition to rigorous studies, prioritise your physical and mental well-being. Maintain a balanced lifestyle, engage in regular exercise, consume nutritious food, and get sufficient rest. Cultivate a positive mindset, stay motivated, and have faith in your abilities to excel in the GATE 2024. In the impending GATE 2024 examination, remember that greatness is achieved through meticulous preparation, unwavering determination, and strategic planning. By embracing expert tips and insightful guidance, along with the mentorship of revered institutes, students are poised for an exceptional performance in this esteemed examination. 
 
 Embrace the challenge, embark on this transformative journey, and let their aspirations of a fulfilling engineering career soar to unparalleled heights!"
"CEO who fired 900 employees via Zoom call, went through leadership training to make his staff trust him",https://akm-img-a-in.tosshub.com/indiatoday/images/media_bank/202308/vishal-garg-262403-16x9.png?VersionId=aYeOVtXRe4B61t5UCWamR7.FcoqRTFFO&size=690:388,"Listen to Story Better.com CEO Vishal Garg, who was in news for all the wrong reasons, is training to be a better leader. The company hogged limelight when Garg, its CEO, ruthlessly fired around 900 employees over a Zoom call. The indecent took place when the world was shut down due to Covid and most employees were working from home. Now in a recent interview with TechCrunch, Garg revealed he's ""worked really, really hard"" to be a kinder boss. Garg is most famous for firing many workers from Better.com with a tough video call in 2021. Back then, he accused around 250 employees who were let go of taking more money from the digital mortgage company by saying they worked more hours than they actually did, according to Fortune magazine. Later on, Garg admitted to his remaining staff that he had made a big mistake in how he did the firings. He told TechCrunch, an online publication, that he underwent a lot of training to become a better leader and regain the trust of his staff after that bad video call. ""So I've worked really, really hard to change the way that I show up to the team every day, and to be more empathetic and to treat them with the same level of kindness that I showed our customers,"" Garg told TechCrunch. In an interview released on Wednesday, Garg said he put in a lot of effort to change how he interacts with his team every day. He wanted to be more understanding and treat them as nicely as he treats the company's customers. Garg mentioned that he used to be very focused on the company's mission and its growth, as well as satisfying customers. However, he realized that he also needed to make sure his employees felt happy if he wanted the company's customers to feel the same way. At present, Better.com has close to 1,000 employees, according to Garg.Recently, Garg's company went public through a deal with a company called Aurora Acquisition Corp. This deal had been postponed for a while. Better.com's shares started being traded on the Nasdaq stock market using the symbol BETR. However, when trading started, the stock's value dropped by more than 90%, which is a significant decrease. A representative for Garg didn't respond immediately when asked for a comment by Insider, a news outlet, outside of the usual business hours."
CAT 2023 registration to end on this date | Direct link to apply,https://akm-img-a-in.tosshub.com/indiatoday/images/media_bank/202308/cat-2023-registration-details-260018-16x9.jpg?VersionId=wl5TrGNFz2o.bCcBufPy8Xru7PeZuPys&size=690:388,"Listen to Story The registration process for the Common Admission Test 2023 (CAT 2023) is going on. Interested and eligible candidates can visit the official website for CAT 2023, i.e., iimcat.ac.in, for the registration process. As per the official schedule, the Indian Institute of Management Lucknow (IIM Lucknow) will close the registration window for CAT 2023 on September 13, at 5 pm. The exam is scheduled to be held on November 26, 2023 (Sunday) in three sessions. First date of online registration: August 2, 2023 Last date of online registration: September 13, 2023 CAT 2023 admit card issue date: October 15, 2023 CAT 2023 examination date: November 26, 2023 To apply for CAT 2023, candidates can follow these steps:  Visit the official website, i.e., iimcat.ac.in. On the homepage, click on the link that reads, 'Register'. Register yourself.  Login to your account and proceed to fill in the application form.  Pay the required fee and click on the submit option.  Take a printout of your application for future reference.  As per the information, candidates should meet the following requirements:  Completed bachelor’s degree with the required percentage of marks*
 *(For General, EWS and NC-OBC candidates, the minimum percentage of marks required is 50 percent. And SC/ST/PwD candidates should have a minimum 45 percent.) Candidates on this link to apply for CAT 2023.  
 
 For more details, candidates are requested to visit the official website for CAT 2023. "
